Date,Open,High,Low,Close,Volume,sma_10,sma_20,rsi_14,macd,macd_signal,bb_upper,bb_lower,volatility
2025-07-25 09:30:00,214.7,214.86,213.8,213.9478,5040490.0,214.541278,214.64346700000002,40.69794982788107,-0.02662691567775255,0.10020536011879244,215.34173238866248,213.94520161133755,0.3821893811479087
2025-07-25 09:45:00,214.0,214.52,213.92999,214.091797,1692114.0,214.4824587,214.58505735,43.325636823687546,-0.05428692853013217,0.06930690238900752,215.26238713675508,213.90772756324492,0.403156098449349
2025-07-25 10:00:00,214.089996,214.42999,213.73,214.2,1610094.0,214.40945969999999,214.54880735,45.28746646011846,-0.06670764596685785,0.04210399271783445,215.2270853324863,213.8705293675137,0.3784505941875425
2025-07-25 10:15:00,214.2,214.64999,214.089996,214.5853,1707070.0,214.39448969999998,214.53330784999997,51.69917251033171,-0.0449425938620891,0.024694675401849747,215.19312326424497,213.87349243575497,0.3669280864069095
2025-07-25 10:30:00,214.59,215.24001,214.535,214.67,2039854.0,214.4054897,214.55505785,53.00301713295223,-0.02062134114339642,0.015631472092800514,215.20267159674668,213.9074441032533,0.3740214270968561
2025-07-25 10:45:00,214.67,214.75999,214.41389,214.73019,977724.0,214.4255087,214.57456735,53.95424911800833,0.003470253905646814,0.013199228455369775,215.218590145278,213.930544554722,0.3865729940777488
2025-07-25 11:00:00,214.73,214.78,214.355,214.49001,842862.0,214.40250970000002,214.57031784999998,49.636889672063475,0.003146230039163811,0.011188628772128582,215.21539387612967,213.9252418238703,0.3737339918040518
2025-07-25 11:15:00,214.49001,214.675,214.21,214.50999,1272911.0,214.37250869999997,214.56206735,49.99535424163573,0.004450356866954053,0.009840974391093677,215.20579634257194,213.91833835742807,0.34858395130268194
2025-07-25 11:30:00,214.5,214.64,214.14999,214.21001,1437553.0,214.3195087,214.51749835,44.835502373435986,-0.018508636152489544,0.004171052282377033,215.12828188302205,213.90671481697797,0.32606331388450477
2025-07-25 11:45:00,214.2,214.46989,214.089996,214.2365,2346321.0,214.3671597,214.48982385,45.37166909653965,-0.034172364174537506,-0.003497631009005875,215.0988679264727,213.88077977352728,0.264150347039141
2025-07-25 12:00:00,214.23,214.54,214.05,214.42999,904042.0,214.41537870000002,214.47832835,49.25159835107453,-0.030619987392100256,-0.008922102285624752,215.0827594375252,213.8738972624748,0.21929508824921728
2025-07-25 12:15:00,214.4404,214.61501,214.345,214.3896,594612.0,214.44515900000002,214.46380885,48.47758778581663,-0.03070983478599487,-0.013279648785698778,215.06208532108047,213.8655323789195,0.18853345818300926
2025-07-25 12:30:00,214.39,214.51961,214.35,214.49001,587330.0,214.47415999999998,214.44180984999997,50.55782069345513,-0.02242034388618208,-0.01510778780579544,215.00097998419324,213.8826397158067,0.16779679529452074
2025-07-25 12:45:00,214.485,214.59,214.325,214.405,679267.0,214.45612999999997,214.42530985,48.762749441574975,-0.022451650515847632,-0.01657656034780588,214.96813683825107,213.8824828617489,0.16417540673857905
2025-07-25 13:00:00,214.40491,214.405,214.16,214.24471,607850.0,214.41360099999997,214.40954535,45.48354320168488,-0.035006985903606846,-0.020262645458966073,214.95412044601096,213.86497025398904,0.15756937050427017
2025-07-25 13:15:00,214.245,214.28,214.039993,214.17,762096.0,214.357582,214.39154535000003,43.998379854839975,-0.050404619202794265,-0.026291040207731712,214.9427626987794,213.84032800122066,0.1296081819090912
2025-07-25 13:30:00,214.17039,214.50999,214.02,214.094193,865106.0,214.3180003,214.360255,42.482565801495376,-0.06794116245197301,-0.03462106465657998,214.9043426897814,213.8161673102186,0.1442813639109885
2025-07-25 13:45:00,214.089996,214.22,213.92,213.9901,1012108.0,214.2660113,214.31925999999999,40.42318494450949,-0.08921007625176003,-0.04553886697561599,214.84486240284048,213.7936575971595,0.16020265234735848
2025-07-25 14:00:00,213.995,214.17,213.89999,214.029999,612788.0,214.2480102,214.28375945,41.59194100492586,-0.10167428989828409,-0.05676595156014961,214.78629800811737,213.7812208918826,0.1764808055378708
2025-07-25 14:15:00,214.020004,214.039993,213.82,213.89,570913.0,214.21336019999998,214.29025995,38.721513864595074,-0.1214490294800612,-0.06970256714413192,214.76829592138282,213.8122239786172,0.20985229358598326
